date,users,sessions,marketing_cost,clicks,impressions,click_through_rate,avg_time_on_page,bouce_rate,units_sold,is_campaign_period,day_of_week,month_number
2023-04-22,5920,26260,336.6,153,6436.67,0.024,90,36,407,0,6,4
2023-04-23,5299,36081,275,125,4704.08,0.027,88,39,266,0,7,4
2023-04-24,8160,36945,301.4,137,7348.48,0.019,162,35,169,0,1,4
2023-04-25,6690,38471,396,180,9254.61,0.019,150,35,529,0,2,4
2023-04-26,4676,21955,116.6,53,2143.3,0.025,187,44,137,0,3,4
2023-04-27,5642,24471,345.4,157,12152.7,0.013,201,45,288,0,4,4
2023-04-28,6981,34661,349.8,159,5481.7,0.029,230,40,227,0,5,4
2023-04-29,6738,35644,314.6,143,5548.66,0.026,108,46,184,0,6,4
2023-04-30,6972,36390,352,160,12715.2,0.013,231,44,270,0,7,4
2023-05-01,10334,84341,1163.8,529,31417.74,0.017,217,22,2346,1,1,5
2023-05-02,7485,64295,734.8,334,27346.25,0.012,448,18,1126,1,2,5
2023-05-03,9187,64526,1045,475,38286.09,0.012,262,18,2296,1,3,5
2023-05-04,8878,71100,1115.4,507,19170.22,0.026,407,14,2359,1,4,5
2023-05-05,10214,74604,1553.2,706,25284.16,0.028,263,16,3522,1,5,5
2023-05-06,8097,62325,1201.2,546,41243.69,0.013,284,29,2105,1,6,5
2023-05-07,7423,62432,712.8,324,22050.07,0.015,299,22,1543,1,7,5
2023-05-08,7139,31128,222.2,101,3574.38,0.028,230,30,211,0,1,5
2023-05-09,6813,43525,365.2,166,6902.46,0.024,176,39,232,0,2,5
2023-05-10,5213,31083,226.6,103,3821.04,0.027,164,39,194,0,3,5
2023-05-11,6795,38849,268.4,122,8827.47,0.014,204,48,155,0,4,5
2023-05-12,5830,33201,345.4,157,6966.13,0.023,156,38,451,0,5,5
2023-05-13,7052,43790,451,205,7463.4,0.027,171,31,289,0,6,5
2023-05-14,7626,45249,272.8,124,6871.19,0.018,222,33,281,0,7,5
2023-05-15,7035,28283,299.2,136,5013.44,0.027,120,36,362,0,1,5
2023-05-16,7745,49725,391.6,178,9610.63,0.019,199,37,188,0,2,5
2023-05-17,5988,26282,215.6,98,3747.72,0.026,171,43,216,0,3,5
2023-05-18,8427,50609,455.4,207,19284.88,0.011,160,32,559,0,4,5
2023-05-19,6839,31596,222.2,101,8101.96,0.012,203,48,259,0,5,5
2023-05-20,5431,31414,187,85,4526.09,0.019,148,38,182,0,6,5
2023-05-21,6912,28575,160.6,73,4910.66,0.015,117,30,171,0,7,5
2023-05-22,6503,29775,226.6,103,3869.96,0.027,201,38,116,0,1,5
2023-05-23,6855,42301,228.8,104,4394.14,0.024,123,38,215,0,2,5
2023-05-24,8532,34993,374,170,5790.52,0.029,220,39,218,0,3,5
2023-05-25,6018,36279,369.6,168,11557.75,0.015,87,31,183,0,4,5
2023-05-26,5709,32695,167.2,76,2770.56,0.027,168,35,170,0,5,5
2023-05-27,5893,40141,151.8,69,3716.75,0.019,65,46,106,0,6,5
2023-05-28,5833,24776,352,160,8993.19,0.018,80,33,461,0,7,5
2023-05-29,5492,30509,250.8,114,6294.6,0.018,223,38,178,0,1,5
2023-05-30,7335,50555,426.8,194,6718.93,0.029,192,45,222,0,2,5
2023-05-31,5424,26373,198,90,4276.92,0.021,91,45,227,0,3,5
2023-06-01,6809,40631,206.8,94,5383.07,0.017,104,50,263,0,4,6
2023-06-02,6466,30145,189.2,86,3235.43,0.027,214,35,228,0,5,6
2023-06-03,6962,41192,451,205,18000.61,0.011,155,33,466,0,6,6
2023-06-04,5655,30346,140.8,64,4493.89,0.014,159,47,102,0,7,6
2023-06-05,4958,30822,281.6,128,4350.55,0.029,106,47,194,0,1,6
2023-06-06,5337,27500,193.6,88,4478.49,0.02,140,32,102,0,2,6
2023-06-07,5285,32267,224.4,102,4176.94,0.024,161,44,305,0,3,6
2023-06-08,7398,49603,402.6,183,13787.73,0.013,199,31,497,0,4,6
2023-06-09,7464,41833,387.2,176,6745.46,0.026,215,42,454,0,5,6
2023-06-10,6499,32225,167.2,76,6225.09,0.012,211,41,97,0,6,6
2023-06-11,6495,45435,341,155,7158.49,0.022,154,40,230,0,7,6
2023-06-12,6203,42758,288.2,131,10269.9,0.013,93,37,382,0,1,6
2023-06-13,6074,29582,387.2,176,11573.88,0.015,127,38,237,0,2,6
2023-06-14,6700,43613,239.8,109,5465.29,0.02,226,42,207,0,3,6
2023-06-15,7324,44500,398.2,181,10933.82,0.017,190,44,394,0,4,6
2023-06-16,6984,33865,259.6,118,4378.09,0.027,214,34,275,0,5,6
2023-06-17,7489,32599,376.2,171,10123.68,0.017,225,48,367,0,6,6
2023-06-18,6043,32694,233.2,106,6953.96,0.015,77,47,167,0,7,6
2023-06-19,7678,52903,323.4,147,4920.88,0.03,163,37,270,0,1,6
2023-06-20,6400,38076,264,120,6503.51,0.018,152,42,353,0,2,6
2023-06-21,6034,39099,184.8,84,3826.72,0.022,164,39,154,0,3,6
2023-06-22,7066,31379,321.2,146,8098.34,0.018,80,47,435,0,4,6
2023-06-23,5645,37616,244.2,111,8076.32,0.014,107,35,181,0,5,6
2023-06-24,6569,36694,308,140,5574.45,0.025,92,48,182,0,6,6
2023-06-25,7855,43140,477.4,217,14223.13,0.015,162,49,303,0,7,6
2023-06-26,6602,30418,275,125,8211.42,0.015,147,50,132,0,1,6
2023-06-27,8468,51062,195.8,89,4306.47,0.021,223,42,216,0,2,6
2023-06-28,6966,35729,402.6,183,7503.45,0.024,70,47,297,0,3,6
2023-06-29,6979,34189,165,75,3058.5,0.025,177,48,98,0,4,6
2023-06-30,6559,42248,319,145,8400.7,0.017,131,49,151,0,5,6
2023-07-01,7012,30082,248.6,113,5693.03,0.02,92,40,288,0,6,7
2023-07-02,4929,28616,114.4,52,2720.34,0.019,193,40,60,0,7,7
2023-07-03,7370,48094,202.4,92,7778.24,0.012,158,43,173,0,1,7
2023-07-04,7046,36355,235.4,107,5247.49,0.02,71,50,307,0,2,7
2023-07-05,5178,22086,237.6,108,3817.89,0.028,227,43,196,0,3,7
2023-07-06,5289,28385,154,70,2364.7,0.03,71,30,153,0,4,7
2023-07-07,5842,26204,132,60,2616.48,0.023,138,48,133,0,5,7
2023-07-08,5008,22374,233.2,106,3596.35,0.029,117,43,250,0,6,7
2023-07-09,4194,20422,99,45,2315.24,0.019,192,43,54,0,7,7
2023-07-10,4846,25286,191.4,87,6690.2,0.013,99,39,146,0,1,7
2023-07-11,5068,25065,189.2,86,3107.04,0.028,91,49,254,0,2,7
2023-07-12,6188,29964,308,140,5079.7,0.028,184,47,142,0,3,7
2023-07-13,7888,41816,332.2,151,8197.25,0.018,73,33,412,0,4,7
2023-07-14,6007,34498,222.2,101,4402.03,0.023,107,43,106,0,5,7
2023-07-15,6626,34727,178.2,81,3405.29,0.024,89,43,211,0,6,7
2023-07-16,6286,25454,248.6,113,7181.44,0.016,235,37,309,0,7,7
2023-07-17,8744,44317,543.4,247,8368.9,0.03,122,46,355,0,1,7
2023-07-18,5516,33155,248.6,113,3788.25,0.03,106,35,284,0,2,7
2023-07-19,6543,43249,191.4,87,5508.1,0.016,154,37,240,0,3,7
2023-07-20,5974,25966,132,60,2029.69,0.03,231,39,171,0,4,7
2023-07-21,7286,43402,173.8,79,2730.55,0.029,150,44,232,0,5,7
2023-07-22,6113,29619,294.8,134,5262.27,0.025,120,47,365,0,6,7
2023-07-23,7239,40958,413.6,188,8876.39,0.021,173,30,442,0,7,7
2023-07-24,6076,33110,363,165,6133.99,0.027,135,43,375,0,1,7
2023-07-25,5637,37166,365.2,166,11851.83,0.014,70,38,199,0,2,7
2023-07-26,6059,26376,316.8,144,10049.87,0.014,131,37,284,0,3,7
2023-07-27,5014,28242,112.2,51,3109.39,0.016,177,35,141,0,4,7
2023-07-28,8181,38641,457.6,208,13029.96,0.016,232,46,398,0,5,7
2023-07-29,7314,39028,308,140,4928.65,0.028,162,30,168,0,6,7
2023-07-30,6171,33752,336.6,153,5410.39,0.028,84,38,335,0,7,7
2023-07-31,7337,33392,365.2,166,9703.35,0.017,129,47,429,0,1,7
2023-08-01,7854,49934,228.8,104,8534.73,0.012,189,38,266,0,2,8
2023-08-02,5604,33300,297,135,6052.12,0.022,186,40,294,0,3,8
2023-08-03,5244,31113,279.4,127,11077.15,0.011,206,38,227,0,4,8
2023-08-04,6964,30719,200.2,91,3166.56,0.029,111,33,225,0,5,8
2023-08-05,6952,30484,336.6,153,8598.58,0.018,166,42,231,0,6,8
2023-08-06,6673,44882,226.6,103,6322.23,0.016,168,44,142,0,7,8
2023-08-07,7450,31340,466.4,212,7603.69,0.028,200,47,366,0,1,8
2023-08-08,5776,28178,259.6,118,4455.24,0.026,102,35,208,0,2,8
2023-08-09,6612,41987,385,175,6043.73,0.029,123,48,404,0,3,8
2023-08-10,7490,36294,215.6,98,5376.31,0.018,109,33,164,0,4,8
2023-08-11,5273,28582,334.4,152,6019.13,0.025,89,38,423,0,5,8
2023-08-12,8785,45493,530.2,241,8980.79,0.027,121,39,547,0,6,8
2023-08-13,5921,37096,246.4,112,9383.16,0.012,78,37,293,0,7,8
2023-08-14,7388,50235,479.6,218,16151.92,0.013,111,49,465,0,1,8
2023-08-15,7638,39790,422.4,192,7427.69,0.026,84,46,294,0,2,8
2023-08-16,6498,34540,156.2,71,4214.69,0.017,195,49,150,0,3,8
2023-08-17,8325,50698,484,220,18468.32,0.012,76,44,457,0,4,8
2023-08-18,5325,33615,319,145,13564.68,0.011,90,42,410,0,5,8
2023-08-19,5861,32501,301.4,137,5012.27,0.027,93,36,201,0,6,8
2023-08-20,7474,31591,169.4,77,6471.31,0.012,86,33,157,0,7,8
2023-08-21,4808,21627,125.4,57,2198.57,0.026,114,30,88,0,1,8
2023-08-22,4852,31272,275,125,7250.79,0.017,187,35,330,0,2,8
2023-08-23,6336,32821,385,175,7027.6,0.025,144,35,382,0,3,8
2023-08-24,6282,31993,255.2,116,6521.27,0.018,176,30,307,0,4,8
2023-08-25,6233,24973,288.2,131,5257.93,0.025,159,30,136,0,5,8
2023-08-26,4660,18704,173.8,79,3518.64,0.022,99,48,107,0,6,8
2023-08-27,6163,32013,244.2,111,3731.28,0.03,207,49,167,0,7,8
2023-08-28,6219,35300,162.8,74,3924.94,0.019,103,41,168,0,1,8
2023-08-29,4936,23267,195.8,89,3086.36,0.029,172,38,210,0,2,8
2023-08-30,6439,40584,374,170,8944.4,0.019,235,36,463,0,3,8
2023-08-31,6159,33111,367.4,167,9147.33,0.018,83,36,224,0,4,8
2023-09-01,5538,35230,132,60,2960.28,0.02,88,32,96,0,5,9
2023-09-02,6950,41209,321.2,146,6182.32,0.024,237,35,224,0,6,9
2023-09-03,6932,44549,189.2,86,4713.25,0.018,195,50,168,0,7,9
2023-09-04,3817,25607,233.2,106,4959.31,0.021,69,50,303,0,1,9
2023-09-05,5341,34374,250.8,114,5803.48,0.02,87,43,297,0,2,9
2023-09-06,7884,53737,442.2,201,10596.54,0.019,214,34,395,0,3,9
2023-09-07,5105,24641,220,100,3397.73,0.029,199,37,273,0,4,9
2023-09-08,6534,33764,264,120,8424.8,0.014,163,38,198,0,5,9
2023-09-09,7012,35722,352,160,14813.05,0.011,197,47,236,0,6,9
2023-09-10,7029,48515,380.6,173,7819.68,0.022,83,47,226,0,7,9
2023-09-11,5750,34232,217.8,99,5318.32,0.019,69,40,145,0,1,9
2023-09-12,5695,35741,374,170,13654.01,0.012,193,50,302,0,2,9
2023-09-13,5925,39940,338.8,154,14189.63,0.011,151,44,204,0,3,9
2023-09-14,5427,31667,193.6,88,3661.26,0.024,124,39,193,0,4,9
2023-09-15,6515,35488,294.8,134,7078.93,0.019,147,50,342,0,5,9
2023-09-16,3887,17300,94.6,43,1859.37,0.023,88,46,54,0,6,9
2023-09-17,6598,28274,336.6,153,14364.1,0.011,225,49,371,0,7,9
2023-09-18,6304,26305,363,165,7537.01,0.022,87,48,342,0,1,9
2023-09-19,5060,25101,283.8,129,11953.52,0.011,67,40,371,0,2,9
2023-09-20,7296,30118,429,195,11689.21,0.017,68,34,274,0,3,9
2023-09-21,5959,32132,158.4,72,3947.12,0.018,126,43,127,0,4,9
2023-09-22,5578,23583,305.8,139,9548.36,0.015,240,38,227,0,5,9
2023-09-23,5371,22315,209,95,3403.82,0.028,162,30,206,0,6,9
2023-09-24,5713,39726,323.4,147,8128.91,0.018,148,45,438,0,7,9
2023-09-25,5035,30044,145.2,66,4371.71,0.015,187,31,155,0,1,9
2023-09-26,6066,30760,389.4,177,6797.27,0.026,212,31,273,0,2,9
2023-09-27,6312,27997,195.8,89,6868.57,0.013,227,39,221,0,3,9
2023-09-28,5014,29592,257.4,117,4616.67,0.025,132,36,121,0,4,9
2023-09-29,6633,37213,312.4,142,9014.02,0.016,184,50,313,0,5,9
2023-09-30,4496,25681,140.8,64,3960.32,0.016,77,37,172,0,6,9
2023-10-01,8436,38756,310.2,141,5551.07,0.025,122,34,306,0,7,10
2023-10-02,4958,25916,195.8,89,3258.91,0.027,86,44,210,0,1,10
2023-10-03,6811,36038,237.6,108,8411.95,0.013,139,32,253,0,2,10
2023-10-04,5745,36003,151.8,69,2526.85,0.027,203,37,164,0,3,10
2023-10-05,6164,35196,145.2,66,5003.84,0.013,96,40,70,0,4,10
2023-10-06,6330,34154,246.4,112,8713.8,0.013,224,40,319,0,5,10
2023-10-07,6058,24868,343.2,156,7223.05,0.022,93,47,350,0,6,10
2023-10-08,5820,37842,209,95,8271.17,0.011,99,47,139,0,7,10
2023-10-09,5688,36811,352,160,8036.6,0.02,158,32,229,0,1,10
2023-10-10,4990,34281,233.2,106,5527.61,0.019,101,46,200,0,2,10
2023-10-11,6734,31667,341,155,14571.55,0.011,186,44,446,0,3,10
2023-10-12,6187,34886,167.2,76,3326.89,0.023,102,35,161,0,4,10
2023-10-13,7672,34174,371.8,169,5740.15,0.029,117,42,438,0,5,10
2023-10-14,6229,34768,382.8,174,9522.94,0.018,198,48,220,0,6,10
2023-10-15,4597,26596,248.6,113,5959.75,0.019,92,40,126,0,7,10
2023-10-16,5861,38421,147.4,67,2443.9,0.027,157,38,201,0,1,10
2023-10-17,5516,37888,272.8,124,10925.88,0.011,68,31,210,0,2,10
2023-10-18,5744,36010,301.4,137,4996.28,0.027,60,35,343,0,3,10
2023-10-19,5907,41079,255.2,116,8753.97,0.013,125,48,265,0,4,10
2023-10-20,5974,40185,149.6,68,4840.73,0.014,152,33,199,0,5,10
2023-10-21,6606,32259,411.4,187,8548.84,0.022,199,42,380,0,6,10
2023-10-22,5972,39359,250.8,114,9373.07,0.012,86,36,311,0,7,10
2023-10-23,5793,30200,158.4,72,5164.68,0.014,69,48,148,0,1,10
2023-10-24,5441,22658,312.4,142,5015.65,0.028,71,45,351,0,2,10
2023-10-25,4433,30006,226.6,103,5766.2,0.018,197,43,306,0,3,10
2023-10-26,4906,24082,151.8,69,2438,0.028,143,43,171,0,4,10
2023-10-27,7310,47391,391.6,178,12935.16,0.014,153,50,354,0,5,10
2023-10-28,7166,46606,220,100,6834.48,0.015,176,32,167,0,6,10
2023-10-29,6048,29533,266.2,121,8722.3,0.014,155,43,132,0,7,10
2023-10-30,6341,25681,352,160,6871.02,0.023,136,35,292,0,1,10
2023-10-31,3539,20220,123.2,56,1980.27,0.028,134,34,58,0,2,10
2023-11-01,6890,27757,433.4,197,9390.67,0.021,79,38,393,0,3,11
2023-11-02,6662,45895,264,120,7334.67,0.016,181,41,308,0,4,11
2023-11-03,5753,23285,347.6,158,5919.32,0.027,194,43,343,0,5,11
2023-11-04,6142,33188,290.4,132,9198.62,0.014,141,48,157,0,6,11
2023-11-05,5938,35337,187,85,5609.39,0.015,121,50,228,0,7,11
2023-11-06,6220,34205,224.4,102,4421.02,0.023,235,42,241,0,1,11
2023-11-07,6322,37714,297,135,5494.51,0.025,214,45,379,0,2,11
2023-11-08,6850,46284,233.2,106,3597.94,0.029,96,31,124,0,3,11
2023-11-09,6094,40450,200.2,91,4127.83,0.022,167,45,222,0,4,11
2023-11-10,6001,27810,316.8,144,6984.59,0.021,115,43,409,0,5,11
2023-11-11,6534,34483,237.6,108,8282.39,0.013,188,44,162,0,6,11
2023-11-12,5987,36710,354.2,161,7115.94,0.023,239,39,354,0,7,11
2023-11-13,5138,29051,154,70,4074.2,0.017,126,31,171,0,1,11
2023-11-14,5591,33490,330,150,5222.3,0.029,213,31,226,0,2,11
2023-11-15,5961,30126,387.2,176,7716.19,0.023,73,40,250,0,3,11
2023-11-16,5440,27292,281.6,128,4965.74,0.026,99,32,245,0,4,11
2023-11-17,6295,28841,206.8,94,4003.7,0.023,97,33,272,0,5,11
2023-11-18,7204,34097,283.8,129,5011.96,0.026,115,32,160,0,6,11
2023-11-19,7201,30940,352,160,8805.71,0.018,236,39,259,0,7,11
2023-11-20,6065,32815,215.6,98,7230.05,0.014,224,50,214,0,1,11
2023-11-21,7795,50024,510.4,232,15140.79,0.015,212,47,319,0,2,11
2023-11-22,19897,127216,1159.4,527,19717.7,0.027,440,49,658,0,3,11
2023-11-23,22882,210546,3007.4,1367,63422.1,0.022,479,41,3967,1,4,11
2023-11-24,16345,118231,2002,910,48139.9,0.019,440,9,3180,1,5,11
2023-11-25,10131,92667,1192.4,542,32038.8,0.017,337,17,2435,1,6,11
2023-11-26,14270,127119,1742.4,792,61667.21,0.013,423,6,3860,1,7,11
2023-11-27,9558,85165,1298,590,33011.55,0.018,294,7,2774,1,1,11
2023-11-28,10085,93084,1436.6,653,53977.13,0.012,260,8,2443,1,2,11
2023-11-29,9966,85858,1111,505,49017.42,0.01,376,10,1826,1,3,11
2023-11-30,7075,51709,816.2,371,12943.8,0.029,442,15,1334,1,4,11
2023-12-01,,,266.2,,,,,,,0,5,12
2023-12-02,,,143,,,,,,,0,6,12
2023-12-03,,,283.8,,,,,,,0,7,12
2023-12-04,,,145.2,,,,,,,0,1,12
2023-12-05,,,244.2,,,,,,,0,2,12
2023-12-06,,,167.2,,,,,,,0,3,12
2023-12-07,,,202.4,,,,,,,0,4,12
2023-12-08,,,283.8,,,,,,,0,5,12
2023-12-09,,,299.2,,,,,,,0,6,12
2023-12-10,,,305.8,,,,,,,0,7,12
2023-12-11,,,244.2,,,,,,,0,1,12
2023-12-12,,,165,,,,,,,0,2,12
2023-12-13,,,145.2,,,,,,,0,3,12
2023-12-14,,,446.6,,,,,,,0,4,12
2023-12-15,,,242,,,,,,,0,5,12
2023-12-16,,,398.2,,,,,,,0,6,12
2023-12-17,,,127.6,,,,,,,0,7,12
2023-12-18,,,316.8,,,,,,,0,1,12
2023-12-19,,,308,,,,,,,0,2,12
2023-12-20,,,495,,,,,,,1,3,12
2023-12-21,,,759,,,,,,,1,4,12
2023-12-22,,,477.4,,,,,,,1,5,12
2023-12-23,,,682,,,,,,,1,6,12
2023-12-24,,,994.4,,,,,,,1,7,12
2023-12-25,,,807.4,,,,,,,1,1,12
2023-12-26,,,686.4,,,,,,,1,2,12
2023-12-27,,,462,,,,,,,1,3,12
2023-12-28,,,574.2,,,,,,,1,4,12
2023-12-29,,,171.6,,,,,,,0,5,12
2023-12-30,,,299.2,,,,,,,0,6,12
2023-12-31,,,360.8,,,,,,,0,7,12